LUAD_P1_up	LUAD_P2_up	LUSC_P1_up	LUSC_P2_up	LUAD_P1_dn	LUAD_P2_dn	LUSC_P1_dn	LUSC_P2_dn
AGAP1	0.0393944808820706	0.0502893822292604	0	0	0	0	0.0324259811903441	0.0255409285191766
AGAP2	0.0515265635049675	0.129395471966333	0	0	0	0	0.145149261166085	0.0965468375863764
AGAP3	0.158597369178306	0.122850912494738	0	0	0	0	0.0897639780876863	0.0528228292302188
AGAP4	0.139309461547248	0.0602856066936128	0	0	0	0	0.0244757479366415	0.0126492849087133
AGAP5	0.147883767362214	0.102737845043832	0	0	0	0	0.117083666652842	0.0909509397482883
AGAP6	0.130874119849643	0.0556810181924502	0	0	0	0	0.0238912953989088	0.0124158252653525
AGAP7	0.282318611764957	0.174406228578092	0	0	0	0	0.0420031380770949	0.00630884310652924
AGAP8	0.101571139770063	0.0674831983969176	0.0426424083472225	0.0349445873200814	0	0	0	0
AGA	0.0471941923299196	0.0274332732517706	0	0	0	0	0.047585821535556	0.0315585505833084
AGBL2	0.0118636808789692	0.0592878328235503	0.113261594190132	0.111250142218788	0	0	0	0
AGBL5	0.00231391103115724	0.0209398608253605	0.000859283480513459	0	0	0	0	0.0404565389462003
AGER	0.295067438073502	0.191849947663046	0	0	0	0	0.247137517973317	0.256298311055325
AGFG1	0	0	0	0	0.309213965941423	0.149425108902805	0.134816925329057	0.117048745900105
AGFG2	0.142127318776715	0.071550129383136	0	0	0	0	0.062057558396959	0.0413650815511708
AGGF1	0	0	0	0	0.0717776442401897	0.147178366428374	0.0168495060737718	0.0121815984131131
AGK	0	0.000431253687529137	0.0966694249414666	0.0763826759587074	0.00776277118795048	0	0	0
AGL	0	0	0.0977639864881047	0.10937478655635	0.0872716375823183	0.110567117737415	0	0
AGMAT	0	0	0	0	0.131371728445844	0.0607237939459348	0.0226513002231438	0.0130327578182401
AGPAT1	0	0	0	0	0.0599792979055565	0.102200904279894	0.21743792330804	0.217973440408291
AGPAT2	0.276376206575896	0.203112857333579	0	0	0	0	0.219931758805957	0.235507491661177
AGPAT3	0	0	0	0	0.0289956008421438	0.00641478328714271	0.153506193517288	0.172133156529826
AGPAT4	0	0	0	0	0.0212004344020056	0.0740980484422053	0.282302436997893	0.264114652403099
AGPAT5	0	0	0.123995420843985	0.110196872235312	0.158354838299339	0.156878793101179	0	0
AGPAT6	0.00576683724202467	0	0	0.0127667687484493	0	0.0281556689483479	0.0128524780831887	0
AGPAT9	0	0	0.0663749070931616	0.0702411391185472	0.102258400186087	0.0495668970888696	0	0
AGPHD1	0.0870214197738106	0.0235104909935065	0.111744758009236	0.0520146052307595	0	0	0	0
AGPS	0	0	0.0106876503947371	0	0.274671077396873	0.0564899699966411	0	0.0220736817293094
AGR2	0.0363585283125367	0.0212113389111151	0	0	0	0	0.0532270894415611	0.0326308980697626
AGR3	0.0929662792674114	0.0313335046537967	0	0	0	0	0.122922844259823	0.145911263935033
AGRN	0	0	0	0	0.225946858272443	0.0631056738879161	0.28679064175272	0.214084731561663
AGTPBP1	0	0	0	0	0.00227794450967795	0.11398810897294	0.0287619810150723	0.0782857787184486
AGTR1	0.0514057253190554	0.00298595287203483	0	0	0	0	0.279750814742403	0.297522423978692
AGTR2	0.163009296885604	0.0690032685967372	0	0	0	0	0.235023516360188	0.278488307494615
AGTRAP	0	0	0	0	0.0817654497923899	0.080089145590698	0.234311204270227	0.214255672509981
AGT	0.00500182604593481	0.0154298721726285	0	0	0	0	0.291200273860342	0.242948445563798
AGXT2L2	0.1635896916838	0.0525427095903162	0	0	0	0	0.131727068104769	0.118453176942104
AHCTF1	0	0	0.204121447516394	0.203224522904491	0.178046736730889	0.131442758683776	0	0
AHCYL1	0.089869488456616	0.117347730511237	0	0	0	0	0.012337499796371	0.0369994548299712
AHCYL2	0.124727492272841	0.0798991264792455	0	0	0	0	0.23486976893122	0.204331474070887
AHCY	0	0	0.016797190208561	0	0.0751947832169937	0.0424660617716883	0	0.0134968580613548
AHDC1	0.0571939070856841	0.155157388547668	0	0	0	0	0.122975263033496	0.0766257062866612
AHI1	0	0	0.00558892929217587	0.00932780282156162	0.00164384784346047	0.0415847366873861	0	0
AHNAK2	0	0	0	0.00325578073057906	0.38440669974455	0.117467194329882	0.026693217002419	0
AHNAK	0	0	0	0	0.157588708650294	0.0490722030632592	0.172712273176846	0.0661361460097487
AHRR	0.0651973556811606	0.0203656954986581	0.105551773829902	0.112440701054924	0	0	0	0
AHR	0	0	0.0370121849444142	0.0321841622503957	0.0156404763478865	0.0105659429181852	0	0
AHSA1	0	0	0.345092709172558	0.370005484662847	0.372164147298552	0.289849798244884	0	0
AHSA2	0.0881168725065265	0.0270624146067413	0	0.0107494374822886	0	0	0.0034405898711168	0
AIDA	0	0	0.0330790980751593	0.0232996745410987	0.107171575665531	0.106074565482631	0	0
AIF1L	0	0	0.109983177012046	0.0447322440026377	0.00749360303712553	0.0276000742074061	0	0
AIF1	0.0290975708232431	0.0384049070469092	0	0	0	0	0.147537357499338	0.141392005371868
AIFM1	0.00328015462336827	0	0.136814648924731	0.0553594462535064	0	0.0368930290509604	0	0
AIFM2	0	0	0	0	0.00936393531129606	0.0264856693190305	0.0166647183559833	0.0440306188943999
AIFM3	0.18792676859152	0.19904476218623	0.131650880378542	0.164319796339299	0	0	0	0
AIG1	0	0	0.00160989935613535	0	0.118740115290506	0.175033487650043	0	0.00277609215256443
AIM1L	0	0	0	0	0.174476128820738	0.0651831708586931	0.122707378305625	0.11005727976899
AIM1	0	0	0	0	0.141422504759914	0.0711359812533035	0.239555693372927	0.184466855260226
AIM2	0	0.000592340240220716	0	0	0.0514148625475966	0	0.0396242441705294	0.0316642464440354
AIMP1	0	0	0.104754246777631	0.134945170602713	0.0399980462284083	0.0551579168810057	0	0
AIMP2	0	0	0.0399360209020791	0.0180851280771093	0.095800029901501	0.0830552114764872	0	0
AIP	0.138533928461984	0.0445650012982952	0	0	0	0	0.298129123134026	0.247314041564717
AK1	0.306768497381765	0.205497579022025	0	0	0	0	0.234986020977213	0.333525253525597
AK2	0.208038307646163	0.134635833777144	0.00984882140633696	0.00119053265411478	0	0	0	0
AK3L1	0	0	0.0316676893049949	0.0305155948522055	0.219525158852892	0.182070667086314	0	0
AK3	0.0836794573784661	0	0	0	0	0.0164781479577019	0.00614049326428728	0.00916858015611182
AK7	0.0440345213493494	0	0.0938791513037075	0.0496156492212787	0	0.0196006742174074	0	0
AKAP10	0	0.00583437236543385	0	0	0.0644784151024148	0	0.0466623995913715	0.0633802999743184
AKAP11	0	0	0	0	0.0355589918293699	0.0600586954641195	0.040094680438597	0.0370115149548187
AKAP12	0	0	0	0	0.588952116664039	0.558245775479595	0.337429746969053	0.29824584155348
AKAP13	0.0720343637359468	0.0953495782128427	0	0	0	0	0.0708404908668966	0.0348858229982457
AKAP1	0.312580894762869	0.375850838984016	0.0602466435015005	0.0343125534520577	0	0	0	0
AKAP2	0	0	0	0	0.0729146236321361	0.0266249481963129	0.226128405599621	0.188715844629774
AKAP3	0	0	0.197090607944835	0.20878110078895	0.0179036533065574	0.0302442064765068	0	0
AKAP5	0	0	0.056657056622047	0.0511156986551325	0.0471687097525183	0.0313255876055628	0	0
AKAP6	0.114992739188577	0.177332492985668	0	0	0	0	0.168707129440546	0.182268391170825
AKAP7	0	0	0.0571887964804443	0.0853104326243198	0.00377203741149804	0.0180737683682086	0	0
AKAP8L	0.178557368798171	0.173836252474514	0.052356121092546	0.0464542321871486	0	0	0	0
AKAP8	0.194125164321317	0.123678465558075	0.0256298921781469	0.0287579912570513	0	0	0	0
AKAP9	0.0938616422890526	0.122017762876669	0	0	0	0	0.059664226690172	0.0193806479651084
AKD1	0.217182556863859	0.115488259409699	0	0	0	0	0.18718528243025	0.213381468538765
AKIRIN1	0	0.0620917121805806	0	0	0.00113848522245964	0	0.0668138555852	0.0704016473193685
AKIRIN2	0	0.00774572253681217	0	0	0.00303968070973987	0	0.127670584245269	0.292916655990456
AKNA	0.213478717567499	0.171538821879366	0	0	0	0	0.286349655094573	0.243354119877291
AKR1A1	0.230221640706266	0.158372873494217	0.0854750195908164	0.0454496837104697	0	0	0	0
AKR1B10	0	0	0.0633286048922653	0.0319721642912854	0.056509509545458	0.0447077361619936	0	0
AKR1B1	0.0380958998245647	0.0188677518707581	0	0	0	0	0.0786651665329407	0.167864928404171
AKR1C1	0.025409787793544	0.00184856665192947	0.11610918254409	0.0732583024767188	0	0	0	0
AKR1C2	0.0221051299231455	0	0.0353987528220641	0.00435272990288224	0	0.00192195102408427	0	0
AKR1C3	0.0343397916484836	0.0146787118009571	0.128378845533939	0.0977348225269772	0	0	0	0
AKR1E2	0.0188836901891621	0.00950786518682741	0	0	0	0	0.251218759455163	0.248017200582638
AKR7A2	0.0761192797438623	0.0869899993384876	0	0	0	0	0.0828693161628775	0.126478509937609
AKR7A3	0.142615707730592	0.14777953497138	0.0108193048681786	0.00419290622174876	0	0	0	0
AKT1S1	0	0	0	0	0.189065615611077	0.138150061374445	0.0868681565405737	0.0748089339467536
AKT1	0.0088885630781002	0.0078945291207226	0	0	0	0	0.0551924229912991	0.0329192581869401
AKT2	0	0	0	0	0.125492135479753	0.0544909787649906	0.406191836925313	0.315388641968214
AKT3	0	0	0	0	0.0596990011669684	0.0658061131695874	0.0424997369229084	0.0199429770833509
AKTIP	0.217948367446436	0.165319098989417	0	0	0	0	0.0667687370006298	0.0376342204200801
ALAD	0.317097819373487	0.138317806799463	0	0	0	0	0.0853874493568857	0.0969195062859343
ALAS1	0.276005412988318	0.234361384424114	0.0555552833555407	0.0428950006849529	0	0	0	0
ALCAM	0.181279270534672	0.170184645434345	0.0515900868205744	0.0202704481175103	0	0	0	0
ALDH16A1	0	0	0	0	0.042728947914795	0.11308951932469	0.0393505675836249	0.0585313191612577
ALDH18A1	0	0	0.29073007621956	0.291958092349318	0.101689367561124	0.110569275570188	0	0
ALDH1A1	0.0467877181627456	0.0206227902580398	0.0610474970482127	0.0451319620829006	0	0	0	0
ALDH1A2	0.125912389346859	0.113817200620807	0	0	0	0	0.065018481626735	0.0608714356696709
ALDH1A3	0	0	0	0	0.0732772182003905	0.00652777598853149	0.124735533853869	0.0996968825783823
ALDH1B1	0.00635912115938432	0.0224847423565984	0	0	0	0	0.0120850242969627	0.0182157399938403
ALDH1L1	0.018389792108903	0.00311258416014172	0	0	0	0	0.261404495551077	0.277573105876991
ALDH1L2	0	0	0	0	0.0585346408199115	0.0592332478688218	0.0555364691248765	0.0166543431303521
ALDH2	0.319349554936676	0.216790621767091	0	0	0	0	0.344062362018841	0.327487952505527
ALDH3A1	0.00171193023741544	0	0.218546884853653	0.155017165870384	0	0.0440367616968911	0	0
ALDH3A2	0.135450678450518	0.0639903370616992	0.214896126855972	0.166181585470587	0	0	0	0
ALDH3B1	0.0258170152098317	0	0	0	0	0.012328555912864	0.557305759505023	0.566213939838166
ALDH3B2	0.025650227648419	0.0238094671504509	0	0	0	0	0.252221474127221	0.240906298335376
ALDH4A1	0.101732974249477	0.13877755764116	0	0	0	0	0.127343351004735	0.100921096907558
ALDH5A1	0.0616877372661736	0.0716679219534668	0.0458629155605916	0.00167485666252995	0	0	0	0
ALDH6A1	0.0633495783073249	0.115147129202227	0	0	0	0	0.0244442194303815	0.0372927593457359
ALDH7A1	0	0	0	0	0.0337194672323361	0.0322750253402314	0.877968874901261	0.892511484918249
ALDH9A1	0	0	0.173050308766106	0.187500339183547	0.000195954910468178	0.00273461129960285	0	0
ALDOA	0	0	0	0	0.257975145488658	0.189494339615108	0.180336437161804	0.151923235137528
ALDOC	0	0	0.161970198041302	0.166797780818348	0.0527481287690942	0.00958320019884316	0	0
ALG10B	0	0	0.131719547072862	0.123623546193107	0.168517733858196	0.175645318391861	0	0
ALG10	0	0	0.149204509840927	0.177693543499726	0.309161859829603	0.157123884381089	0	0
ALG11	0	0	0	0	0.122065886558329	0.122461292329865	0.0920975370966553	0.0929558697012604
ALG12	0.0592889682115471	0.107921475972517	0	0.0296315289491263	0	0	0.00185466674175997	0
ALG13	0	0	0.0966740745960264	0.0894294177826535	0.00620545891688264	0.0225748715437094	0	0
ALG14	0.0454023886284826	0	0.0766669571709423	0.047563079546592	0	0.0161008175870183	0	0
ALG1L	0	0.0290662080550195	0.0196432147456153	0.0054786971313815	0.0162045449529633	0	0	0
ALG1	0.119759713275694	0.0523060689968124	0	0	0	0	0.20643652641661	0.228365735728478
ALG2	0.123941634309088	0.0280572953918738	0.110248892707212	0.0538908557742466	0	0	0	0
ALG3	0	0	0.205645450831394	0.136309613476994	0.177279990118058	0.323083024996549	0	0
ALG5	0.103306275185766	0.0263458106765029	0.0226093070176208	0	0	0	0	0.0341073102460017
ALG6	0	0	0.287312124673356	0.255820503536946	0.0253486022686172	0.0153380976159968	0	0
ALG8	0	0	0.10922265621026	0.0884017427301329	0.169452938063521	0.2165897881417	0	0
ALG9	0.0615735928008252	0.0498063853007062	0	0	0	0	0.050323262590331	0.0555065192260347
ALKBH1	0.0150453904201853	0.0375547107344209	0.274998401826235	0.252555616321918	0	0	0	0
ALKBH2	0	0	0.0208759938738329	0	0.0249851820013624	0.101360340590576	0	0.00188888212185841
ALKBH3	0.0815409178761093	0.0908812180747546	0.140480278178405	0.101043784343578	0	0	0	0
ALKBH4	0.10446100477252	0.124503188847638	0.0479464524441628	0.0477886961151094	0	0	0	0
ALKBH5	0	0	0.127568982284261	0.114261974086475	0.0263132106491731	0.0404237665473287	0	0
ALKBH6	0.0571065909967063	0.0383419085925669	0.0396603640101104	0.0302508403053814	0	0	0	0
ALKBH7	0.0401362093491655	0.00480045304930642	0	0	0	0	0.0919365127208281	0.122220551077661
ALKBH8	0	0	0	0	0.0936115270303382	0.0273809932372608	0.0927058407819874	0.0492081539854241
ALMS1	0.0659107188353142	0.0880814443109087	0.0169241736596512	0.0228779067136105	0	0	0	0
ALOX12P2	0.184616410795733	0.216065043478737	0	0	0	0	0.0748638445599011	0.0156714216224129
ALOX15B	0.424511647121069	0.365716436198338	0	0	0	0	0.573637433324193	0.546111995480553
ALOX15	0.188540008859245	0.141493907877842	0	0	0	0	0.0554226157074625	0.0398119710914028
ALOX5AP	0.0371585261505223	0.0930954259520227	0	0	0	0	0.268913268484041	0.224639587686596
ALOX5	0.0721612993673897	0.115110140459412	0	0	0	0	0.493883624773207	0.487505194444819
ALPK1	0.0495914278051792	0.0482480143261267	0	0.0118113552683061	0	0	0.0396287239445992	0
ALPK2	0	0	0	0	0.0321952127420672	0.0293338538079959	0.206109259654485	0.149564165056666
ALPK3	0.0937623578380729	0.16289024965111	0	0	0	0	0.571126161264981	0.538008999726064
ALPL	0.149717277618017	0.0915451233907049	0	0	0	0	0.487667679733298	0.501229063172391
ALS2CL	0.0369012836588602	0.052020888400635	0	0	0	0	0.286216787757867	0.277450477161744
ALS2CR11	0.0928657665526038	0.101476925718608	0	0	0	0	0.0821057365236397	0.0297587356234264
ALS2CR4	0	0	0.0573714043390647	0.111729826117653	0.0473723268298363	0.0279534290980226	0	0
ALS2CR8	0.186946076790191	0.162139724013621	0	0.00955012231751381	0	0	0.00917098432767451	0
ALS2	0.039450601401092	0.0579533609996031	0	0	0	0	0.100600063686706	0.0255951576152754
ALX3	0	0	0	0	0.0473586329416184	0.0255486297130167	0.0380595699847511	0.0503036125396751
AMACR	0.105134973971978	0.0563019371444	0.0425516844923227	0.0327775486096889	0	0	0	0
AMBRA1	0.049677867042066	0.0563076241175331	0	0	0	0	0.18361021782756	0.180374765596457
AMD1	0	0	0.232256283889073	0.243863009934654	0.0693160946292709	0.112616532476394	0	0
AMDHD2	0.0149377246449007	0	0	0	0	0.0222801232703746	0.492007928280289	0.44264445080066
AMFR	0	0	0	0	0.151020633578859	0.061960012629812	0.0640798064810842	0.0779097440942865
AMICA1	0.197574749760671	0.289064338749775	0	0	0	0	0.159298486051042	0.163962055884123
AMIGO1	0.153529378988563	0.131932937049814	0.0172246689047915	0	0	0	0	0.0309864398255694
AMIGO2	0.00354922655184655	0.0595719655682682	0	0	0	0	0.168848097587512	0.13389505054177
AMIGO3	0.0769830362825955	0.152057747781745	0.00625901493107431	0.00633547592968632	0	0	0	0
AMMECR1L	0	0	0.0683855577732663	0.0524414644350998	0.0225464263229068	0.00290197633845433	0	0
AMMECR1	0	0	0.0282993706616987	0.0342380520902684	0.217049263204654	0.143861992333699	0	0
AMN1	0	0	0.129718100149799	0.118973622108509	0.100138608446245	0.0693938034192545	0	0
AMN	0.0111791345441323	0.0231581754685441	0	0	0	0	0.101242532788658	0.0946635477555515
AMOTL1	0	0	0	0	0.149634456671841	0.167713954903009	0.0793742748343612	0.0424896883488058
AMOTL2	0	0	0	0	0.00663023924154183	0.00898236157326277	0.13372697287605	0.121242770091116
AMOT	0.0652923082679766	0.138358425635949	0	0	0	0	0.00814932230730166	0.0131857043428801
AMPD2	0	0	0	0	0.0285460843849702	0.0336623426047918	0.107421529448512	0.0585019746936902
AMPD3	0.0118745518931046	0.0175788521861447	0	0	0	0	0.151096364082491	0.135736948555026
AMPH	0.00376352736397161	0	0.00724120148061918	0.0346906196682269	0	0.0401355036206192	0	0
AMT	0.479128917867326	0.347379533271997	0	0	0	0	0.0125480024106535	0.0303087700656445
AMY1A	0.14040531727406	0.093658320114679	0	0	0	0	0.278266004616358	0.331970502802207
AMY2B	0.250614871514201	0.127069130975757	0	0	0	0	0.0629948169551867	0.0795265960902729
AMZ1	0.00966013797254747	0.0466159681857304	0.0246427970319987	0.11163840710318	0	0	0	0
AMZ2P1	0.0547657057019701	0.0323414927572825	0.0819323000239172	0.0496076766977728	0	0	0	0
AMZ2	0	0	0.12273447231933	0.0857604254689061	0.0406142282966392	0.010190555573478	0	0
ANAPC10	0	0	0	0.0235619811124262	0.011404757874998	0.085914199308735	0.00575219574209473	0
ANAPC11	0	0	0	0	0.00668940768900188	0.0196256055198278	0.0380624921668425	0.068524929386134
ANAPC13	0	0	0.123707724128203	0.0873794406584101	0.0349396624530726	0.112935699393688	0	0
ANAPC16	0.0276057436846998	0	0.00389330296877697	0	0	0.0537202182260572	0	0.0067093591562896
ANAPC1	0	0	0.0467458959454198	0.0736057668905086	0.155659694231081	0.042377059952151	0	0
ANAPC2	0.177256050787399	0.137130231215217	0	0	0	0	0.0752680010488949	0.0730232882698474
ANAPC4	0.117114976393966	0.0629715922102746	0	0.00505020718157891	0	0	0.0100849152492935	0
ANAPC5	0.0294959214569857	0.0296636660883578	0.137788132203441	0.10102891275637	0	0	0	0
ANAPC7	0	0	0.0796371341995478	0.0402188166555994	0.00049341044648806	0.0132470176573801	0	0
ANGEL1	0.0509533314166107	0.108151659802239	0.259770367152103	0.271385759780055	0	0	0	0
ANGEL2	0.0371506623115847	0	0.310208536331354	0.220187118102574	0	0.00572054748029194	0	0
ANGPT1	0.0212487893507911	0	0	0	0	0.00392962323727979	0.0799354115674806	0.0760117012148403
ANGPT2	0	0	0	0	0.0917185247380188	0.0798604735585538	0.250707569328029	0.247860060526074
ANGPTL1	0	0	0	0	0.0564668785875662	0.0577046663998444	0.357325870071941	0.321662774555396
ANGPTL2	0	0	0	0	0.135727914788519	0.0585293169957246	0.228406239399839	0.241227945506398
ANGPTL4	0	0	0	0	0.334123171154436	0.296892508302536	0.342622661403528	0.236143199254377
ANG	0.108228694134984	0.0516518255050864	0	0	0	0	0.347029670667191	0.336854289030693
ANK1	0	0	0	0	0.039664511608322	0.0579791681266239	0.185042813337131	0.156306016922323
ANK2	0.111282311661898	0.0823108235485937	0	0	0	0	0.289937551295565	0.223313472613186
ANK3	0	0.0111189880985396	0	0	0.0187995235179306	0	0.108642987463686	0.0296896584829829
ANKAR	0.0540389647506309	0.0379079269249168	0	0	0	0	0.403512399893588	0.357222219750568
ANKDD1A	0.174562061861916	0.126107721865297	0	0	0	0	0.170027118497924	0.117392594341248
ANKFY1	0.000119928479263509	0.0437052490124919	0	0	0	0	0.101072753569611	0.103911297759016
ANKHD1-EIF4EBP3	0.104889963945935	0.173890331932386	0	0	0	0	0.402549674377922	0.381790616685047
ANKHD1	0.0728707198000791	0.00531001409248762	0	0.00370060776044219	0	0	0.00643176061661552	0
ANKH	0	0	0	0	0.0568306109246922	0.0358820002138932	0.0489100160426908	0.0199780003293045
ANKIB1	0	0.0291728612968905	0	0	0.0494662508909876	0	0.0868465666666518	0.0702257871457299
ANKLE1	0	0.0116273693582579	0.308274562180678	0.338857270478299	0.00211248861021169	0	0	0
ANKLE2	0	0	0	0	0.0594499125816	0.0345512033259162	0.0934888822119802	0.113053808405039
ANKMY1	0.129322207173884	0.0670221989174658	0	0	0	0	0.144547128201148	0.125839225331245
ANKMY2	0	0.0114335230659311	0.273932782445952	0.320034848816423	0.00232004268803549	0	0	0
ANKRA2	0.0509378510081157	0.0255875039797472	0.0263507312289958	0.00954570631735061	0	0	0	0
ANKRD10	0.132342369347381	0.0619286870560158	0.00996850200235865	0	0	0	0	0.00627796430516598
ANKRD11	0	0	0	0	0.0632570233388476	0.0469862984077955	0.212662496337986	0.142615330350608
ANKRD12	0.052081377161986	0.0281221415149792	0	0	0	0	0.0443464054610519	0.0207279276170431
ANKRD13A	0.164889893476789	0.173325723270228	0	0	0	0	0.105660523459145	0.0721761186305019
ANKRD13B	0.0184685539019845	0.0831355463830109	0.0665106727273125	0.0233766363175114	0	0	0	0
